Species	Sample	Raw_abund	Rel_abund
species_493	S26_SRF	2	0.174672
species_493	S8_BML	4	0.358744
species_494	S25_SRF	1	0.0933707
species_495	S26_SRF	1	0.0873362
species_496	S10_SRF	1	0.06035
species_496	S8_BML	1	0.0896861
species_497	S26_SRF	1	0.0873362
species_498	S10_BML	6	0.357569
species_498	S10_SRF	33	1.99155
species_498	S25_BML	4	0.392542
species_498	S25_SRF	1	0.0933707
species_498	S26_SRF	1	0.0873362
species_498	S8_BML	1	0.0896861
species_499	S10_BML	1	0.0595948
species_499	S25_SRF	2	0.186741
species_5	S8_BML	1	0.0896861
species_50	S25_BML	1	0.0981354
species_50	S26_BML	1	0.114025
species_50	S26_SRF	1	0.0873362
species_500	S10_BML	7	0.417163
species_500	S25_SRF	1	0.0933707
species_500	S26_SRF	1	0.0873362
species_500	S8_BML	1	0.0896861
species_501	S25_SRF	1	0.0933707
species_502	S25_SRF	1	0.0933707
species_502	S8_BML	1	0.0896861
species_503	S10_BML	2	0.11919
species_503	S10_SRF	1	0.06035
species_503	S25_BML	1	0.0981354
species_503	S26_BML	2	0.22805
species_503	S26_SRF	1	0.0873362
species_504	S10_BML	1	0.0595948
species_504	S25_BML	1	0.0981354
species_504	S26_BML	2	0.22805
species_504	S8_BML	1	0.0896861
species_504	S8_SRF	4	0.538358
species_505	S26_BML	1	0.114025
species_506	S10_BML	2	0.11919
species_506	S25_SRF	3	0.280112
species_506	S26_BML	1	0.114025
species_506	S26_SRF	4	0.349345
species_506	S8_BML	4	0.358744
species_507	S10_BML	1	0.0595948
species_508	S10_BML	1	0.0595948
species_508	S25_SRF	1	0.0933707
species_509	S8_SRF	1	0.13459
species_51	S26_BML	1	0.114025
species_51	S8_SRF	1	0.13459
species_510	S26_SRF	1	0.0873362
species_510	S8_SRF	1	0.13459
species_511	S10_SRF	1	0.06035
species_512	S10_BML	5	0.297974
species_512	S10_SRF	8	0.4828
species_512	S25_BML	8	0.785083
species_512	S25_SRF	3	0.280112
species_512	S8_BML	3	0.269058
species_512	S8_SRF	1	0.13459
species_513	S8_BML	1	0.0896861
species_514	S8_BML	1	0.0896861
species_515	S10_BML	2	0.11919
species_516	S10_BML	1	0.0595948
species_517	S25_BML	1	0.0981354
species_517	S8_SRF	1	0.13459
species_518	S25_SRF	1	0.0933707
species_518	S26_BML	3	0.342075
species_518	S26_SRF	4	0.349345
species_518	S8_BML	2	0.179372
species_518	S8_SRF	1	0.13459
species_519	S25_SRF	1	0.0933707
species_52	S26_BML	1	0.114025
species_520	S10_BML	14	0.834327
species_520	S10_SRF	5	0.30175
species_520	S25_BML	1	0.0981354
species_520	S25_SRF	3	0.280112
species_520	S26_SRF	3	0.262009
species_520	S8_BML	5	0.44843
species_520	S8_SRF	1	0.13459
species_521	S10_BML	2	0.11919
species_522	S8_SRF	1	0.13459
species_523	S25_BML	1	0.0981354
species_523	S25_SRF	3	0.280112
species_523	S26_BML	1	0.114025
species_523	S26_SRF	3	0.262009
species_523	S8_BML	2	0.179372
species_523	S8_SRF	2	0.269179
species_524	S10_BML	1	0.0595948
species_524	S10_SRF	2	0.1207
species_525	S25_BML	1	0.0981354
species_526	S25_BML	1	0.0981354
species_527	S10_BML	3	0.178784
species_527	S10_SRF	1	0.06035
species_527	S25_BML	1	0.0981354
species_527	S25_SRF	1	0.0933707
species_527	S26_SRF	5	0.436681
species_527	S8_BML	4	0.358744
species_527	S8_SRF	6	0.807537
species_528	S26_SRF	1	0.0873362
species_529	S10_BML	4	0.238379
species_529	S25_SRF	2	0.186741
species_53	S10_BML	2	0.11919
species_53	S10_SRF	1	0.06035
species_53	S25_SRF	1	0.0933707
species_53	S8_BML	1	0.0896861
species_530	S25_BML	1	0.0981354
species_530	S8_BML	1	0.0896861
species_531	S26_SRF	1	0.0873362
species_532	S10_BML	1	0.0595948
species_532	S25_SRF	1	0.0933707
species_533	S26_SRF	1	0.0873362
species_533	S8_BML	2	0.179372
species_534	S10_SRF	1	0.06035
species_534	S25_BML	5	0.490677
species_534	S25_SRF	2	0.186741
species_534	S26_SRF	4	0.349345
species_534	S8_SRF	2	0.269179
species_535	S25_SRF	1	0.0933707
species_536	S10_BML	1	0.0595948
species_536	S10_SRF	1	0.06035
species_537	S10_BML	7	0.417163
species_537	S10_SRF	4	0.2414
species_537	S25_BML	1	0.0981354
species_537	S25_SRF	2	0.186741
species_537	S26_SRF	2	0.174672
species_537	S8_BML	1	0.0896861
species_537	S8_SRF	1	0.13459
species_538	S25_SRF	1	0.0933707
species_539	S25_SRF	1	0.0933707
species_54	S10_BML	1	0.0595948
species_540	S25_SRF	1	0.0933707
species_540	S26_SRF	1	0.0873362
species_541	S10_SRF	1	0.06035
species_542	S10_BML	1	0.0595948
species_542	S25_SRF	1	0.0933707
species_543	S26_BML	1	0.114025
species_544	S10_BML	1	0.0595948
species_545	S25_BML	1	0.0981354
species_545	S25_SRF	1	0.0933707
species_545	S26_BML	1	0.114025
species_546	S25_BML	1	0.0981354
species_547	S25_BML	1	0.0981354
species_547	S25_SRF	1	0.0933707
species_548	S26_SRF	1	0.0873362
species_549	S26_SRF	1	0.0873362
species_55	S10_BML	6	0.357569
species_55	S25_BML	3	0.294406
species_55	S25_SRF	3	0.280112
species_55	S26_BML	2	0.22805
species_55	S26_SRF	2	0.174672
species_55	S8_BML	4	0.358744
species_55	S8_SRF	6	0.807537
species_550	S26_SRF	1	0.0873362
species_551	S25_SRF	1	0.0933707
species_552	S10_SRF	1	0.06035
species_552	S25_SRF	1	0.0933707
species_552	S26_SRF	1	0.0873362
species_553	S26_SRF	1	0.0873362
species_554	S25_BML	2	0.196271
species_555	S10_BML	3	0.178784
species_555	S10_SRF	14	0.8449
species_555	S25_BML	4	0.392542
species_555	S25_SRF	3	0.280112
species_555	S26_BML	4	0.4561
species_555	S26_SRF	1	0.0873362
species_555	S8_BML	2	0.179372
species_555	S8_SRF	2	0.269179
species_556	S8_BML	1	0.0896861
species_557	S10_BML	2	0.11919
species_557	S25_BML	1	0.0981354
species_557	S25_SRF	1	0.0933707
species_557	S26_SRF	2	0.174672
species_557	S8_BML	2	0.179372
species_557	S8_SRF	2	0.269179
species_558	S10_BML	1	0.0595948
species_559	S8_BML	1	0.0896861
species_56	S10_SRF	1	0.06035
species_560	S10_BML	1	0.0595948
species_561	S10_BML	2	0.11919
species_561	S10_SRF	2	0.1207
species_562	S25_BML	1	0.0981354
species_562	S25_SRF	1	0.0933707
species_563	S25_BML	291	28.5574
species_563	S25_SRF	4	0.373483
species_563	S26_BML	1	0.114025
species_563	S26_SRF	2	0.174672
species_564	S10_SRF	1	0.06035
species_565	S10_BML	1	0.0595948
species_566	S26_BML	1	0.114025
species_567	S10_BML	1	0.0595948
species_567	S10_SRF	1	0.06035
species_567	S26_BML	1	0.114025
species_568	S10_BML	1	0.0595948
species_568	S25_SRF	3	0.280112
species_568	S26_BML	3	0.342075
species_568	S26_SRF	5	0.436681
species_568	S8_BML	1	0.0896861
species_568	S8_SRF	1	0.13459
species_569	S25_SRF	1	0.0933707
species_57	S25_BML	1	0.0981354
species_570	S10_BML	1	0.0595948
species_571	S8_BML	1	0.0896861
species_572	S10_BML	34	2.02622
species_572	S10_SRF	3	0.18105
species_572	S25_BML	13	1.27576
species_572	S25_SRF	28	2.61438
species_572	S26_BML	13	1.48233
species_572	S26_SRF	21	1.83406
species_572	S8_BML	13	1.16592
species_572	S8_SRF	7	0.942127
species_573	S10_BML	1	0.0595948
species_574	S25_SRF	1	0.0933707
species_574	S8_BML	1	0.0896861
species_575	S10_SRF	1	0.06035
species_575	S26_BML	1	0.114025
species_576	S8_SRF	1	0.13459
species_577	S10_SRF	1	0.06035
species_578	S8_SRF	1	0.13459
species_579	S26_SRF	1	0.0873362
species_58	S10_BML	4	0.238379
species_58	S10_SRF	13	0.78455
species_58	S25_BML	5	0.490677
species_58	S25_SRF	6	0.560224
species_58	S26_BML	2	0.22805
species_58	S26_SRF	4	0.349345
species_58	S8_BML	6	0.538117
species_58	S8_SRF	3	0.403769
species_580	S26_BML	1	0.114025
species_581	S26_BML	1	0.114025
species_582	S10_BML	1	0.0595948
species_582	S25_SRF	1	0.0933707
species_582	S8_BML	1	0.0896861
species_583	S8_SRF	1	0.13459
species_584	S10_SRF	1	0.06035
species_585	S10_SRF	1	0.06035
species_586	S10_BML	12	0.715137
species_586	S10_SRF	1	0.06035
species_586	S25_BML	3	0.294406
species_586	S25_SRF	4	0.373483
species_586	S26_BML	13	1.48233
species_586	S26_SRF	9	0.786026
species_586	S8_BML	8	0.717489
species_586	S8_SRF	4	0.538358
species_587	S10_BML	20	1.1919
species_587	S10_SRF	9	0.54315
species_587	S25_BML	10	0.981354
species_587	S25_SRF	11	1.02708
species_587	S26_BML	4	0.4561
species_587	S26_SRF	4	0.349345
species_587	S8_BML	7	0.627803
species_587	S8_SRF	3	0.403769
species_588	S25_BML	1	0.0981354
species_589	S25_SRF	1	0.0933707
species_589	S8_BML	2	0.179372
species_59	S10_BML	6	0.357569
species_59	S25_SRF	3	0.280112
species_59	S26_BML	1	0.114025
species_59	S8_BML	1	0.0896861
species_59	S8_SRF	3	0.403769
species_590	S10_BML	1	0.0595948
species_590	S26_SRF	1	0.0873362
species_591	S10_SRF	1	0.06035
species_592	S8_SRF	1	0.13459
species_593	S26_SRF	1	0.0873362
species_594	S10_BML	2	0.11919
species_594	S10_SRF	12	0.7242
species_594	S25_BML	1	0.0981354
species_594	S26_SRF	3	0.262009
species_594	S8_SRF	1	0.13459
species_595	S26_BML	1	0.114025
species_595	S8_SRF	1	0.13459
species_596	S25_SRF	1	0.0933707
species_596	S26_SRF	1	0.0873362
species_597	S26_BML	1	0.114025
species_598	S26_BML	1	0.114025
species_599	S10_BML	3	0.178784
species_599	S10_SRF	1	0.06035
species_599	S25_SRF	1	0.0933707
species_599	S26_SRF	2	0.174672
species_6	S10_BML	1	0.0595948
species_60	S26_SRF	1	0.0873362
species_600	S10_BML	1	0.0595948
species_601	S10_BML	1	0.0595948
species_602	S25_BML	1	0.0981354
species_603	S26_BML	1	0.114025
species_604	S25_BML	1	0.0981354
species_605	S8_SRF	1	0.13459
species_606	S8_BML	1	0.0896861
species_607	S26_SRF	1	0.0873362
species_608	S26_BML	1	0.114025
species_609	S26_BML	1	0.114025
species_61	S26_BML	1	0.114025
species_610	S25_BML	1	0.0981354
species_611	S10_BML	1	0.0595948
species_612	S25_SRF	1	0.0933707
species_613	S26_BML	1	0.114025
species_614	S8_SRF	1	0.13459
species_615	S26_SRF	1	0.0873362
species_616	S26_SRF	1	0.0873362
species_617	S10_SRF	1	0.06035
species_617	S25_SRF	1	0.0933707
species_617	S26_BML	1	0.114025
species_617	S8_BML	1	0.0896861
species_618	S10_BML	1	0.0595948
species_618	S25_SRF	1	0.0933707
species_619	S25_SRF	1	0.0933707
species_619	S26_BML	1	0.114025
species_62	S10_SRF	1	0.06035
species_620	S10_SRF	1	0.06035
species_620	S26_SRF	1	0.0873362
species_621	S10_BML	1	0.0595948
species_621	S25_BML	1	0.0981354
species_622	S26_SRF	1	0.0873362
species_623	S26_BML	1	0.114025
species_623	S26_SRF	1	0.0873362
species_624	S26_SRF	1	0.0873362
species_625	S25_BML	2	0.196271
species_626	S25_BML	2	0.196271
species_626	S8_SRF	1	0.13459
species_627	S25_SRF	1	0.0933707
species_628	S26_SRF	1	0.0873362
species_629	S10_SRF	5	0.30175
species_63	S10_BML	1	0.0595948
species_630	S8_BML	1	0.0896861
species_630	S8_SRF	1	0.13459
species_631	S10_BML	1	0.0595948
species_631	S25_BML	1	0.0981354
species_631	S26_BML	1	0.114025
species_632	S8_SRF	1	0.13459
species_633	S10_BML	1	0.0595948
species_633	S10_SRF	1	0.06035
species_634	S8_SRF	1	0.13459
species_635	S25_BML	1	0.0981354
species_635	S26_BML	1	0.114025
species_635	S8_BML	1	0.0896861
species_636	S25_SRF	1	0.0933707
species_637	S25_SRF	1	0.0933707
species_638	S10_BML	1	0.0595948
species_638	S26_SRF	4	0.349345
species_638	S8_SRF	1	0.13459
species_639	S10_BML	1	0.0595948
species_639	S10_SRF	6	0.3621
species_639	S25_BML	1	0.0981354
species_639	S25_SRF	7	0.653595
species_639	S26_BML	2	0.22805
species_639	S26_SRF	6	0.524017
species_639	S8_BML	1	0.0896861
species_639	S8_SRF	2	0.269179
species_64	S26_SRF	1	0.0873362
species_64	S8_SRF	1	0.13459
species_640	S26_BML	1	0.114025
species_640	S8_SRF	1	0.13459
species_641	S10_BML	1	0.0595948
species_642	S10_SRF	1	0.06035
species_642	S25_BML	1	0.0981354
species_643	S10_SRF	1	0.06035
species_644	S26_SRF	1	0.0873362
species_645	S10_BML	1	0.0595948
species_646	S25_BML	1	0.0981354
species_647	S10_SRF	1	0.06035
species_647	S26_SRF	1	0.0873362
species_647	S8_SRF	1	0.13459
species_648	S10_BML	1	0.0595948
species_649	S26_SRF	1	0.0873362
species_65	S26_SRF	1	0.0873362
species_650	S25_SRF	1	0.0933707
species_650	S26_BML	2	0.22805
species_650	S26_SRF	2	0.174672
species_650	S8_BML	3	0.269058
species_650	S8_SRF	2	0.269179
species_651	S10_SRF	1	0.06035
species_651	S25_BML	1	0.0981354
species_651	S26_SRF	1	0.0873362
species_652	S8_SRF	1	0.13459
species_653	S10_BML	4	0.238379
species_653	S10_SRF	2	0.1207
species_653	S25_BML	1	0.0981354
species_653	S25_SRF	1	0.0933707
species_653	S26_BML	9	1.02623
species_653	S26_SRF	8	0.69869
species_653	S8_BML	3	0.269058
species_654	S26_BML	1	0.114025
species_655	S10_SRF	1	0.06035
species_655	S26_SRF	1	0.0873362
species_655	S8_BML	1	0.0896861
species_656	S26_BML	1	0.114025
species_657	S10_BML	1	0.0595948
species_658	S25_SRF	1	0.0933707
species_658	S26_BML	3	0.342075
species_658	S8_BML	3	0.269058
species_658	S8_SRF	2	0.269179
species_659	S10_SRF	4	0.2414
species_659	S8_SRF	1	0.13459
species_66	S26_SRF	1	0.0873362
species_660	S8_BML	1	0.0896861
species_661	S10_SRF	1	0.06035
species_662	S25_BML	1	0.0981354
species_663	S25_BML	1	0.0981354
species_663	S26_BML	2	0.22805
species_663	S8_SRF	1	0.13459
species_664	S10_SRF	1	0.06035
species_664	S26_SRF	1	0.0873362
species_665	S10_BML	16	0.953516
species_665	S10_SRF	16	0.9656
species_665	S25_BML	1	0.0981354
species_665	S25_SRF	4	0.373483
species_665	S26_BML	1	0.114025
species_665	S8_BML	1	0.0896861
species_665	S8_SRF	1	0.13459
species_666	S10_BML	1	0.0595948
species_667	S25_BML	1	0.0981354
species_667	S25_SRF	1	0.0933707
species_667	S26_BML	1	0.114025
species_667	S8_SRF	2	0.269179
species_668	S26_BML	1	0.114025
species_669	S8_BML	3	0.269058
species_669	S8_SRF	1	0.13459
species_67	S25_SRF	2	0.186741
species_67	S26_SRF	1	0.0873362
species_67	S8_BML	1	0.0896861
species_670	S10_BML	1	0.0595948
species_670	S25_SRF	2	0.186741
species_670	S26_BML	1	0.114025
species_670	S8_BML	1	0.0896861
species_671	S25_SRF	1	0.0933707
species_672	S10_SRF	1	0.06035
species_673	S10_SRF	1	0.06035
species_673	S25_SRF	1	0.0933707
species_673	S26_SRF	1	0.0873362
species_673	S8_BML	3	0.269058
species_673	S8_SRF	2	0.269179
species_674	S8_SRF	1	0.13459
species_675	S10_BML	3	0.178784
species_675	S10_SRF	5	0.30175
species_675	S25_BML	1	0.0981354
species_676	S25_BML	1	0.0981354
species_677	S8_SRF	1	0.13459
species_678	S10_BML	2	0.11919
species_678	S10_SRF	1	0.06035
species_678	S25_BML	1	0.0981354
species_678	S25_SRF	5	0.466853
species_678	S26_BML	2	0.22805
species_678	S26_SRF	1	0.0873362
species_678	S8_BML	3	0.269058
species_678	S8_SRF	1	0.13459
species_679	S8_BML	1	0.0896861
species_68	S25_SRF	1	0.0933707
species_680	S25_SRF	1	0.0933707
species_680	S8_BML	4	0.358744
species_680	S8_SRF	2	0.269179
species_681	S25_BML	1	0.0981354
species_682	S10_BML	1	0.0595948
species_682	S8_BML	1	0.0896861
species_683	S8_BML	1	0.0896861
species_684	S26_SRF	1	0.0873362
species_685	S10_BML	1	0.0595948
species_686	S10_SRF	1	0.06035
species_686	S26_BML	1	0.114025
species_687	S26_SRF	1	0.0873362
species_688	S26_SRF	1	0.0873362
species_689	S10_SRF	1	0.06035
species_69	S10_BML	1	0.0595948
species_690	S8_SRF	1	0.13459
species_691	S10_BML	1	0.0595948
species_692	S26_SRF	1	0.0873362
species_692	S8_SRF	1	0.13459
species_693	S10_BML	5	0.297974
species_693	S10_SRF	2	0.1207
species_693	S25_SRF	2	0.186741
species_693	S26_BML	3	0.342075
species_693	S26_SRF	4	0.349345
species_693	S8_BML	8	0.717489
species_693	S8_SRF	1	0.13459
species_694	S8_BML	1	0.0896861
species_695	S10_BML	1	0.0595948
species_696	S26_BML	1	0.114025
species_696	S26_SRF	1	0.0873362
species_697	S10_SRF	1	0.06035
species_697	S26_SRF	3	0.262009
species_698	S8_BML	1	0.0896861
species_699	S8_BML	1	0.0896861
species_699	S8_SRF	1	0.13459
species_7	S10_BML	1	0.0595948
species_70	S10_BML	1	0.0595948
species_700	S10_SRF	1	0.06035
species_700	S26_BML	1	0.114025
species_701	S25_BML	19	1.86457
species_701	S8_BML	1	0.0896861
species_702	S25_BML	1	0.0981354
species_702	S26_BML	2	0.22805
species_702	S8_BML	1	0.0896861
species_702	S8_SRF	1	0.13459
species_703	S8_BML	1	0.0896861
species_703	S8_SRF	1	0.13459
species_704	S25_SRF	1	0.0933707
species_704	S26_SRF	1	0.0873362
species_704	S8_BML	3	0.269058
species_705	S8_SRF	1	0.13459
species_706	S10_BML	1	0.0595948
species_706	S26_BML	3	0.342075
species_706	S26_SRF	1	0.0873362
species_706	S8_BML	3	0.269058
species_706	S8_SRF	4	0.538358
species_707	S10_BML	2	0.11919
species_707	S10_SRF	1	0.06035
species_707	S25_BML	1	0.0981354
species_707	S25_SRF	1	0.0933707
species_708	S8_BML	1	0.0896861
species_709	S26_SRF	1	0.0873362
species_71	S10_BML	1	0.0595948
species_710	S25_SRF	1	0.0933707
species_711	S10_SRF	6	0.3621
species_711	S25_SRF	1	0.0933707
species_711	S26_BML	1	0.114025
species_712	S26_SRF	1	0.0873362
species_713	S10_SRF	1	0.06035
species_713	S25_SRF	1	0.0933707
species_714	S25_BML	1	0.0981354
species_714	S25_SRF	2	0.186741
species_714	S26_SRF	3	0.262009
species_714	S8_BML	3	0.269058
species_715	S10_SRF	2	0.1207
species_715	S26_SRF	1	0.0873362
species_715	S8_BML	1	0.0896861
species_716	S10_BML	1	0.0595948
species_717	S8_SRF	1	0.13459
species_718	S8_BML	1	0.0896861
species_719	S10_BML	3	0.178784
species_719	S10_SRF	2	0.1207
species_719	S25_BML	4	0.392542
species_719	S25_SRF	1	0.0933707
species_719	S26_BML	5	0.570125
species_719	S26_SRF	2	0.174672
species_719	S8_BML	9	0.807175
species_719	S8_SRF	1	0.13459
species_72	S10_BML	3	0.178784
species_72	S10_SRF	1	0.06035
species_72	S25_BML	1	0.0981354
species_72	S25_SRF	4	0.373483
species_72	S26_BML	3	0.342075
species_72	S26_SRF	2	0.174672
species_72	S8_BML	8	0.717489
species_72	S8_SRF	6	0.807537
species_720	S10_BML	1	0.0595948
species_721	S10_BML	3	0.178784
species_721	S10_SRF	2	0.1207
species_721	S25_BML	1	0.0981354
species_721	S25_SRF	4	0.373483
species_721	S8_SRF	2	0.269179
species_722	S10_SRF	2	0.1207
species_722	S25_BML	1	0.0981354
species_722	S25_SRF	2	0.186741
species_723	S26_SRF	1	0.0873362
species_724	S10_BML	1	0.0595948
species_724	S10_SRF	5	0.30175
species_724	S25_BML	1	0.0981354
species_724	S25_SRF	1	0.0933707
species_724	S26_BML	2	0.22805
species_724	S26_SRF	1	0.0873362
species_724	S8_BML	4	0.358744
species_725	S10_SRF	1	0.06035
species_726	S10_BML	4	0.238379
species_726	S10_SRF	2	0.1207
species_726	S25_BML	3	0.294406
species_726	S25_SRF	3	0.280112
species_726	S26_BML	8	0.912201
species_726	S26_SRF	11	0.960699
species_726	S8_BML	8	0.717489
species_726	S8_SRF	2	0.269179
species_727	S8_BML	1	0.0896861
species_728	S10_BML	1	0.0595948
species_728	S10_SRF	3	0.18105
species_728	S25_BML	3	0.294406
species_728	S25_SRF	1	0.0933707
species_728	S26_SRF	1	0.0873362
species_728	S8_BML	3	0.269058
species_729	S8_SRF	1	0.13459
species_73	S25_SRF	1	0.0933707
species_730	S25_SRF	1	0.0933707
species_731	S25_BML	1	0.0981354
species_731	S26_BML	1	0.114025
species_731	S26_SRF	1	0.0873362
species_731	S8_BML	1	0.0896861
species_732	S25_BML	1	0.0981354
species_732	S8_BML	1	0.0896861
species_732	S8_SRF	1	0.13459
species_733	S8_BML	1	0.0896861
species_734	S8_SRF	1	0.13459
species_735	S10_BML	1	0.0595948
species_735	S10_SRF	1	0.06035
species_736	S10_BML	1	0.0595948
species_737	S8_BML	1	0.0896861
species_738	S26_SRF	2	0.174672
species_738	S8_BML	1	0.0896861
species_739	S10_BML	1	0.0595948
species_739	S26_SRF	1	0.0873362
species_74	S25_BML	1	0.0981354
species_740	S10_BML	3	0.178784
species_740	S26_BML	6	0.684151
species_740	S26_SRF	2	0.174672
species_740	S8_BML	3	0.269058
species_740	S8_SRF	2	0.269179
species_741	S10_SRF	1	0.06035
species_742	S10_SRF	1	0.06035
species_743	S25_BML	1	0.0981354
species_743	S25_SRF	1	0.0933707
species_744	S25_BML	1	0.0981354
species_744	S25_SRF	1	0.0933707
species_744	S26_BML	2	0.22805
species_744	S26_SRF	4	0.349345
species_744	S8_BML	5	0.44843
species_744	S8_SRF	3	0.403769
species_745	S10_BML	1	0.0595948
species_745	S25_BML	1	0.0981354
species_745	S26_SRF	2	0.174672
species_746	S10_BML	16	0.953516
species_746	S10_SRF	2	0.1207
species_746	S25_BML	9	0.883219
species_746	S25_SRF	30	2.80112
species_746	S26_BML	18	2.05245
species_746	S26_SRF	27	2.35808
species_746	S8_BML	18	1.61435
species_746	S8_SRF	11	1.48048
species_747	S26_BML	1	0.114025
species_748	S10_BML	1	0.0595948
species_748	S10_SRF	1	0.06035
species_748	S25_BML	1	0.0981354
species_748	S26_BML	2	0.22805
species_748	S26_SRF	3	0.262009
species_748	S8_BML	1	0.0896861
species_749	S25_SRF	1	0.0933707
species_749	S8_BML	1	0.0896861
species_749	S8_SRF	1	0.13459
species_75	S25_BML	1	0.0981354
species_75	S8_BML	1	0.0896861
species_750	S8_BML	1	0.0896861
species_751	S26_BML	2	0.22805
species_751	S26_SRF	1	0.0873362
species_752	S25_BML	1	0.0981354
species_752	S8_BML	1	0.0896861
species_753	S10_BML	29	1.72825
species_753	S10_SRF	11	0.66385
species_753	S25_BML	8	0.785083
species_753	S25_SRF	18	1.68067
species_753	S26_BML	13	1.48233
species_753	S26_SRF	19	1.65939
species_753	S8_BML	33	2.95964
species_753	S8_SRF	18	2.42261
species_754	S10_BML	5	0.297974
species_754	S10_SRF	7	0.42245
species_754	S26_BML	2	0.22805
species_754	S26_SRF	3	0.262009
species_755	S10_SRF	1	0.06035
species_755	S26_SRF	1	0.0873362
species_756	S26_SRF	1	0.0873362
species_757	S10_BML	1	0.0595948
species_757	S25_BML	2	0.196271
species_757	S25_SRF	2	0.186741
species_757	S26_BML	1	0.114025
species_757	S8_BML	1	0.0896861
species_757	S8_SRF	2	0.269179
species_758	S8_BML	1	0.0896861
species_759	S26_SRF	1	0.0873362
species_76	S10_BML	1	0.0595948
species_760	S25_SRF	1	0.0933707
species_760	S26_BML	1	0.114025
species_760	S8_SRF	1	0.13459
species_761	S10_SRF	1	0.06035
species_762	S10_BML	1	0.0595948
species_763	S8_BML	1	0.0896861
species_764	S10_BML	6	0.357569
species_764	S25_BML	1	0.0981354
species_764	S25_SRF	4	0.373483
species_764	S26_BML	6	0.684151
species_764	S26_SRF	8	0.69869
species_764	S8_BML	7	0.627803
species_764	S8_SRF	1	0.13459
species_765	S10_BML	7	0.417163
species_765	S10_SRF	8	0.4828
species_765	S25_SRF	2	0.186741
species_765	S8_SRF	1	0.13459
species_766	S26_SRF	1	0.0873362
species_767	S10_BML	1	0.0595948
species_768	S10_BML	1	0.0595948
species_769	S10_BML	3	0.178784
species_769	S10_SRF	1	0.06035
species_769	S25_SRF	2	0.186741
species_769	S26_BML	6	0.684151
species_769	S8_BML	5	0.44843
species_769	S8_SRF	1	0.13459
species_77	S10_SRF	1	0.06035
species_77	S26_SRF	2	0.174672
species_770	S10_BML	8	0.476758
species_770	S10_SRF	19	1.14665
species_770	S25_BML	3	0.294406
species_770	S26_BML	2	0.22805
species_770	S26_SRF	3	0.262009
species_770	S8_BML	2	0.179372
species_770	S8_SRF	1	0.13459
species_771	S10_BML	2	0.11919
species_771	S10_SRF	1	0.06035
species_771	S26_BML	2	0.22805
species_771	S26_SRF	3	0.262009
species_771	S8_BML	2	0.179372
species_772	S26_BML	1	0.114025
species_773	S8_BML	1	0.0896861
species_774	S10_BML	1	0.0595948
species_774	S25_BML	1	0.0981354
species_774	S25_SRF	1	0.0933707
species_774	S26_SRF	1	0.0873362
species_775	S8_BML	1	0.0896861
species_776	S10_SRF	1	0.06035
species_777	S10_BML	1	0.0595948
species_777	S25_BML	1	0.0981354
species_777	S26_SRF	1	0.0873362
species_778	S26_BML	1	0.114025
species_779	S8_SRF	1	0.13459
species_78	S25_SRF	1	0.0933707
species_780	S26_SRF	1	0.0873362
species_781	S10_BML	1	0.0595948
species_781	S10_SRF	1	0.06035
species_781	S25_SRF	1	0.0933707
species_781	S26_BML	1	0.114025
species_781	S8_SRF	1	0.13459
species_782	S26_BML	1	0.114025
species_783	S10_BML	1	0.0595948
species_784	S10_BML	1	0.0595948
species_785	S25_BML	1	0.0981354
species_786	S25_BML	1	0.0981354
species_787	S10_BML	1	0.0595948
species_787	S10_SRF	2	0.1207
species_787	S25_SRF	1	0.0933707
species_787	S26_BML	3	0.342075
species_787	S26_SRF	1	0.0873362
species_787	S8_BML	1	0.0896861
species_788	S10_BML	17	1.01311
species_788	S10_SRF	27	1.62945
species_788	S25_BML	6	0.588813
species_788	S25_SRF	4	0.373483
species_788	S26_BML	12	1.3683
species_788	S26_SRF	14	1.22271
species_788	S8_BML	8	0.717489
species_788	S8_SRF	6	0.807537
species_789	S10_BML	4	0.238379
species_789	S25_BML	1	0.0981354
species_789	S25_SRF	1	0.0933707
species_789	S26_BML	1	0.114025
species_789	S26_SRF	2	0.174672
species_789	S8_BML	1	0.0896861
species_789	S8_SRF	2	0.269179
species_79	S8_BML	1	0.0896861
species_790	S10_BML	1	0.0595948
species_790	S25_BML	1	0.0981354
species_790	S26_BML	3	0.342075
species_790	S8_BML	2	0.179372
species_791	S26_BML	1	0.114025
species_792	S10_SRF	1	0.06035
species_793	S26_SRF	1	0.0873362
species_794	S10_BML	1	0.0595948
species_794	S25_SRF	1	0.0933707
species_794	S8_BML	1	0.0896861
species_795	S25_SRF	1	0.0933707
species_796	S25_SRF	4	0.373483
species_796	S26_BML	3	0.342075
species_796	S8_BML	1	0.0896861
species_796	S8_SRF	1	0.13459
species_797	S10_BML	1	0.0595948
species_797	S26_BML	1	0.114025
species_798	S25_SRF	1	0.0933707
species_799	S10_SRF	1	0.06035
species_8	S10_SRF	1	0.06035
species_80	S10_BML	2	0.11919
species_80	S26_BML	4	0.4561
species_80	S26_SRF	10	0.873362
species_80	S8_BML	1	0.0896861
species_800	S26_SRF	1	0.0873362
species_801	S25_SRF	1	0.0933707
species_802	S10_BML	1	0.0595948
species_802	S25_SRF	1	0.0933707
species_803	S10_SRF	15	0.90525
species_803	S26_BML	2	0.22805
species_804	S10_SRF	1	0.06035
